age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
46,Male,BA,16,24,Health,257757.26299448634,51,41,123.26985317765966
35,Female,BA,16,13,Business,182277.57612994232,45,34,119.13567067316491
47,Male,BA,16,25,Social Sciences,123812.50458703372,42,39,75.58760963799372
25,Male,Prof,19,0,Business,106744.75684651967,41,36,72.32029596647673
61,Male,BA,16,39,Health,174735.40987981966,43,38,106.93721534872685
45,Male,BA,16,23,Humanities,106031.01028841858,44,38,63.41567600981972
50,Male,BA,16,28,Health,278536.3837753873,50,39,142.8391711668653
60,Male,Prof,19,35,Health,226001.73190416157,49,39,118.26359597287366
47,Male,MA,18,23,Social Sciences,79347.76711553248,48,31,53.32511230882559
25,Male,MA,18,1,Engineering,137476.28985848153,42,33,99.18924232213675
64,Male,BA,16,42,Business,154376.97517753264,42,37,99.34168286842512
39,Male,MA,18,15,Social Sciences,152134.7671758412,45,43,78.62261869552518
45,Male,BA,16,23,Business,150544.52856358307,44,46,74.37970778833156
33,Male,MA,18,9,Business,187871.58031660694,45,42,99.40295254846927
33,Female,Prof,19,8,Social Sciences,196320.9960558558,46,47,90.80527107116365
34,Female,BA,16,12,Business,148526.09544329369,50,47,63.20259380565689
50,Female,MA,18,26,Business,183984.47239242506,42,42,104.29958752405048
59,Male,BA,16,37,Social Sciences,158926.7746860719,44,37,97.62086897178864
49,Male,BA,16,27,Engineering,194556.88846831003,47,41,100.96361622641932
50,Female,BA,16,28,STEM (other),145636.77931641322,43,30,112.8967281522583
35,Male,BA,16,13,Humanities,129609.14122693842,49,49,53.98131662929547
62,Female,BA,16,40,Education,164064.1349549526,41,47,85.13966525944609
26,Male,MA,18,2,Engineering,204788.36764643612,43,32,148.828755557003
31,Male,BA,16,9,Humanities,142629.39961013047,41,41,84.84794741828107
42,Female,MA,18,18,Humanities,115832.15987858397,42,48,57.45642851120237
51,Male,BA,16,29,Humanities,176572.97259083248,43,42,97.7701952330191
58,Male,BA,16,36,Engineering,148318.01315892694,43,39,88.44246461474475
51,Male,MA,18,27,Health,240717.5733086946,49,44,111.6500803843667
41,Male,BA,16,19,Humanities,105705.87375508806,48,49,44.94297353532656
48,Male,BA,16,26,Health,121470.1743451668,49,31,79.96719838391495
49,Female,MA,18,25,Health,208775.25194727303,45,48,96.65520923484863
31,Female,BA,16,9,Social Sciences,50971.90418402477,48,32,33.184833453141124
30,Female,BA,16,8,Social Sciences,65271.27513038482,43,43,35.30085188230655
48,Male,BA,16,26,Engineering,181889.09912540324,48,36,105.25989532720095
57,Female,Prof,19,32,Health,221977.77206106987,50,37,119.9879848978756
53,Female,MA,18,29,Engineering,205788.53037982344,48,40,107.18152623949138
46,Male,MA,18,22,Social Sciences,109729.0155507346,45,49,49.76372587334903
50,Female,MA,18,26,Business,159377.7496351086,44,35,103.49204521760299
52,Female,BA,16,30,Social Sciences,181201.1099585322,42,40,107.85780354674536
45,Female,BA,16,23,Engineering,221269.02130803454,44,46,109.32263898618308
31,Male,MA,18,7,Education,113066.68594334097,42,39,69.02728079569046
41,Male,BA,16,19,Humanities,174634.4365973779,44,46,86.28183626352663
44,Female,BA,16,22,Business,186991.6246821574,44,31,137.09063393120044
44,Male,BA,16,22,Engineering,146585.37523592162,41,35,102.15008727241924
46,Female,BA,16,24,Engineering,172862.0893143826,48,34,105.92039786420503
52,Female,PhD,20,26,Humanities,122215.37704122526,46,33,80.51078856470703
64,Female,BA,16,42,Social Sciences,150115.20368762087,45,31,107.60946500904723
31,Male,BA,16,9,Social Sciences,158741.15295209922,44,41,87.99398722400178
25,Female,BA,16,3,Engineering,140110.5489587824,43,32,101.82452685958023
56,Male,PhD,20,30,Health,355259.148450566,47,35,215.96300817663587
37,Female,BA,16,15,Humanities,104206.98356784885,41,43,59.10776152458811
54,Female,BA,16,32,Humanities,208862.19060215706,47,37,120.10476745379934
47,Male,MA,18,23,Health,177124.60236768553,40,43,102.97941998121252
43,Female,MA,18,19,Engineering,319615.9905942055,49,32,203.83672869528414
56,Male,BA,16,34,Engineering,196780.2643441195,40,45,109.32236908006638
54,Male,BA,16,32,Engineering,244695.3905586786,42,44,132.41092562699058
53,Male,BA,16,31,Business,278154.9772020847,44,36,175.60288964778073
53,Male,BA,16,31,Engineering,186348.1004543546,45,44,94.11520224967404
54,Male,BA,16,32,Business,191207.9190301099,43,42,105.87370931899773
40,Male,BA,16,18,Social Sciences,207369.81570414285,46,35,128.80112776654835
64,Female,BA,16,42,STEM (other),173112.86347950538,46,44,85.53007088908369
43,Female,BA,16,21,Health,104729.1020992,41,46,55.52974660615058
42,Female,MA,18,18,Humanities,270628.4474154825,41,33,200.0210254364246
25,Male,PhD,20,0,Education,90135.61609851079,41,43,51.12627118463459
38,Female,MA,18,14,Engineering,194858.08732246133,41,44,108.01446082176349
26,Female,BA,16,4,Education,123896.5225745231,48,41,62.95555008868044
52,Male,BA,16,30,Business,148368.12994677975,44,48,70.25006152783132
54,Female,PhD,20,28,Health,170627.76092457207,50,39,87.50141585875491
62,Male,BA,16,40,Business,188362.05024853328,47,35,114.50580562220868
28,Female,BA,16,6,STEM (other),70296.48528663871,44,38,42.043352444161904
25,Male,BA,16,3,Business,94677.17037063628,50,31,61.0820454004105
32,Male,MA,18,8,Business,154062.18510819974,44,33,106.10343327011002
53,Female,MA,18,29,STEM (other),201675.33501215497,40,38,132.68114145536512
63,Male,BA,16,41,Engineering,120374.70724159689,45,44,60.79530668767519
27,Male,BA,16,5,Education,146276.41831922796,43,42,80.99469452891914
56,Female,PhD,20,30,Education,207121.62212034492,42,49,100.64218761921522
34,Female,BA,16,12,Humanities,163234.91446904358,45,37,98.03898766909525
34,Female,MA,18,10,STEM (other),147559.8484906718,41,48,74.97959781030072
43,Male,MA,18,19,STEM (other),150150.95076501626,47,48,66.55627250222352
58,Male,MA,18,34,Engineering,251992.41732899586,40,45,139.99578740499769
57,Female,BA,16,35,Humanities,130648.24814585542,51,40,64.04325889502717
47,Male,BA,16,25,Health,114883.23717107259,48,39,61.36925062557296
52,Male,BA,16,30,Health,263269.96764847654,47,37,151.39158576680651
56,Male,Prof,19,31,Engineering,208296.73094102673,40,30,173.58060911752227
31,Male,Prof,19,6,Education,68618.68032306673,49,39,35.907211053410116
53,Male,BA,16,31,STEM (other),279805.44915069675,51,47,116.7315182105535
32,Male,BA,16,10,STEM (other),116857.50847177081,48,32,76.07910707797579
25,Male,Prof,19,0,Social Sciences,88225.6337817247,41,40,53.79611815958823
27,Male,MA,18,3,Engineering,78824.8612269554,42,47,39.93154064182138
48,Male,Prof,19,23,Social Sciences,326074.91872275615,41,32,248.5327124411251
47,Male,BA,16,25,Humanities,90958.24407168577,47,37,52.304913209710044
32,Female,BA,16,10,Education,107746.3189183543,41,43,61.115325535084686
61,Female,MA,18,37,Social Sciences,248298.29300938407,49,35,144.7803457780665
27,Male,MA,18,3,Engineering,151920.87117478834,41,44,84.21334322327513
57,Male,BA,16,35,Social Sciences,159070.64749733367,40,43,92.48293459147307
52,Male,BA,16,30,Social Sciences,96712.72279259392,46,36,58.40140265253256
32,Male,BA,16,10,STEM (other),106625.98782931147,51,39,53.60783701825615
58,Male,BA,16,36,Health,179645.38464797838,41,44,99.58169880708336
59,Male,BA,16,37,Business,140427.66270838337,49,39,73.48386326969303
56,Female,PhD,20,30,Social Sciences,235863.33752650188,44,46,116.5332695289041
48,Female,BA,16,26,Engineering,235372.118247394,44,48,111.4451317459252
38,Male,MA,18,14,STEM (other),235897.0749393469,42,46,122.0999352688131
56,Male,BA,16,34,Social Sciences,112257.00316500381,42,41,65.18989730836458
40,Female,MA,18,16,Social Sciences,307242.86852310994,51,44,136.91749934184935
28,Male,PhD,20,2,Social Sciences,156036.2768903281,42,41,90.61340121389553
61,Female,BA,16,39,Education,143901.70681145013,45,38,84.15304491897669
45,Male,BA,16,23,Education,190891.59394350802,43,34,130.56880570691382
38,Female,BA,16,16,Education,249202.80742938883,42,33,179.8000053603094
55,Female,BA,16,33,Business,116422.8347284678,41,41,69.25808133757751
42,Female,MA,18,18,Business,170761.17250719303,42,45,90.34982672338255
31,Male,Prof,19,6,Engineering,78815.93703532076,43,38,48.23496758587562
34,Male,BA,16,12,Education,118349.2715405089,45,32,82.1869941253534
31,Male,BA,16,9,Engineering,154974.87292170204,43,32,112.62708787914393
57,Female,BA,16,35,Health,168257.59125122763,47,47,76.16912234098127
47,Male,MA,18,23,Humanities,126277.85149396642,42,46,65.36120677741533
45,Male,BA,16,23,Humanities,70809.30128560825,51,39,35.600453135046884
43,Male,BA,16,21,Social Sciences,165621.46051578352,42,31,127.20542282318243
43,Male,MA,18,19,Social Sciences,260414.62339602617,42,40,155.00870440239655
60,Male,MA,18,36,Engineering,193899.34501645144,47,32,128.92243684604483
53,Female,BA,16,31,Education,166944.71333400818,43,31,125.23984496174657
42,Male,MA,18,18,Humanities,88890.15793440463,40,38,58.480367062108314
26,Male,BA,16,4,Business,122708.13385734097,41,48,62.35169403320172
25,Female,BA,16,3,Social Sciences,82999.12218816491,49,31,54.640633435263275
29,Female,Prof,19,4,Humanities,84261.01780679541,41,48,42.8155578286562
44,Female,MA,18,20,Humanities,117229.74345054825,42,31,90.03820541516762
35,Male,BA,16,13,Business,124307.86196151136,45,44,62.78174846540978
26,Female,BA,16,4,Health,114134.17337215532,47,32,75.88708335914582
27,Male,BA,16,5,Business,74708.64093820906,51,34,43.0845680151148
47,Male,BA,16,25,Engineering,168697.99787953575,40,40,105.43624867470984
36,Male,BA,16,14,STEM (other),148740.50160313823,48,36,86.07667916848277
44,Male,BA,16,22,Humanities,92956.62194654394,40,35,66.39758710467424
29,Male,BA,16,7,Humanities,157881.42577741458,49,43,74.93185846104157
61,Female,MA,18,37,Engineering,178537.03826882716,41,30,145.15206363319282
62,Male,MA,18,38,Humanities,132292.27070504462,42,46,68.47426019929846
54,Male,MA,18,30,Social Sciences,140998.93484672866,46,46,66.63465729996629
33,Male,BA,16,11,Business,227964.23375631697,48,43,110.44778767263419
58,Male,PhD,20,32,Social Sciences,263411.1948138875,42,39,160.81269524657355
59,Female,MA,18,35,Engineering,175259.39246525415,47,37,100.78170929571831
46,Male,MA,18,22,Humanities,211391.99131338054,48,37,119.02702213591246
48,Female,MA,18,24,Health,201714.7013079985,49,43,95.73550133269981
41,Male,Prof,19,16,Business,205577.01803573183,46,36,124.1407113742342
34,Female,BA,16,12,Business,123039.0221600707,43,35,81.75350309639249
54,Female,BA,16,32,Business,143025.06933512972,43,33,100.79286070128944
47,Female,MA,18,23,Engineering,241332.23454918314,43,30,187.07925158851407
56,Female,MA,18,32,Health,169748.60560799637,45,44,85.73161899393756
41,Female,MA,18,17,Humanities,240777.05200006953,43,44,127.26059830870483
41,Male,BA,16,19,Engineering,119684.29362319862,44,30,90.66991941151412
38,Male,BA,16,16,Engineering,262300.75175327517,48,49,111.52242846652855
33,Female,BA,16,11,Health,122272.12167464345,51,32,74.92164318299231
64,Female,Prof,19,39,Humanities,190446.3335489483,46,34,121.76875546607948
26,Male,BA,16,4,Business,137358.19158748834,47,34,85.95631513610034
49,Male,BA,16,27,Business,144860.31488967323,44,33,99.76605708655181
63,Female,BA,16,41,Health,213346.84815966277,44,46,105.4085218180152
33,Male,BA,16,11,Business,58990.80382613573,50,49,24.077879112708462
46,Male,Prof,19,21,Engineering,185239.18113704014,46,43,93.64973768303344
28,Male,MA,18,4,Education,77899.99423063574,50,37,42.10810498953283
50,Female,MA,18,26,Health,133032.4279008729,51,31,84.14448317575768
53,Female,BA,16,31,Health,159358.8009412884,47,37,91.63818340499621
58,Male,MA,18,34,Education,193324.42021480013,48,30,134.2530695936112
47,Male,BA,16,25,Education,173823.900487793,41,33,128.47294936274426
61,Male,MA,18,37,Business,224327.65938726196,42,48,111.27364056907835
35,Male,BA,16,13,Social Sciences,103662.11145009256,51,34,59.782071193825004
30,Female,BA,16,8,Engineering,150588.30440630615,51,34,86.84446620894242
42,Male,MA,18,18,Engineering,209585.21890590774,41,49,104.32315525430947
45,Male,Prof,19,20,Education,222085.3064607333,49,48,94.42402485575396
60,Female,BA,16,38,Humanities,173977.45674727083,46,41,92.24679573026025
62,Female,MA,18,38,STEM (other),220299.42532303074,51,49,88.15503214206912
58,Male,BA,16,36,Health,129731.7450860621,41,30,105.47296348460334
41,Male,BA,16,19,Business,130289.60118987777,51,36,70.96383507073952
61,Female,BA,16,39,Engineering,164795.92877358707,41,46,87.37854123732082
49,Male,BA,16,27,Humanities,123997.9236668896,41,31,97.55934198811141
62,Female,BA,16,40,Health,179946.54765093303,51,40,88.20909198575148
36,Male,BA,16,14,Health,168881.45820339397,43,36,109.09654922699869
47,Female,BA,16,25,Humanities,131882.20174307254,40,46,71.6751096429742
46,Female,Prof,19,21,Education,171140.03806121423,41,32,130.44210218080354
45,Female,BA,16,23,Humanities,136706.5438199354,42,35,92.99764885709892
51,Female,MA,18,27,Engineering,194430.18003651343,46,40,105.66857610680077
55,Female,BA,16,33,Education,111188.50939794323,49,47,48.27985644721807
30,Female,MA,18,6,Humanities,61806.79759272793,40,47,32.87595616634464
51,Male,BA,16,29,Business,143897.3090522037,45,39,81.99276869071436
64,Male,BA,16,42,Health,187877.162251738,42,34,131.5666402323095
58,Female,BA,16,36,Business,144571.07998322893,42,44,78.23110388702864
36,Female,BA,16,14,STEM (other),140232.61924762593,43,49,66.55558578435023
31,Male,BA,16,9,Engineering,159744.25133736635,43,33,112.57522997700237
34,Male,MA,18,10,Health,168755.6093756317,46,30,122.28667346060269
41,Female,Prof,19,16,Business,137659.72308312426,42,44,74.49119214454777
50,Male,MA,18,26,Education,224923.99113508756,47,46,104.0351485361182
45,Male,MA,18,21,Business,269306.3954142121,47,48,119.37340222261173
52,Female,BA,16,30,Business,126886.09114313975,50,43,59.01678657820454
26,Female,BA,16,4,Social Sciences,75602.82574947481,46,48,34.24041021262446
25,Male,BA,16,3,STEM (other),155115.79863593532,41,47,80.4960034436613
60,Male,BA,16,38,Business,169319.70351900067,44,31,124.13467999926735
50,Male,BA,16,28,Engineering,100074.14255143297,45,35,63.53913812789395
53,Male,BA,16,31,Humanities,91445.23510004945,51,42,42.69151965455156
45,Female,BA,16,23,Social Sciences,141179.7404406381,49,46,62.63519984056703
35,Male,BA,16,13,STEM (other),103744.58094927687,43,35,68.93327637825706
64,Male,MA,18,40,Engineering,199980.04565128486,49,34,120.03604180749392
35,Male,MA,18,11,Health,149809.36489588014,44,36,94.57661925244958
60,Male,BA,16,38,Business,274381.94682362385,48,30,190.54301862751657
63,Female,Prof,19,38,Business,206171.54111971645,50,42,98.17692434272212
64,Male,PhD,20,38,Education,275230.04104888637,46,48,124.65128670692317
59,Female,BA,16,37,Health,259685.88593790782,41,30,211.1267365348844
58,Female,BA,16,36,Humanities,213777.89918949216,50,42,101.7989996140439
48,Male,BA,16,26,Business,189061.26179751277,40,40,118.16328862344548
46,Female,Prof,19,21,Social Sciences,104444.72422415706,41,36,70.76200828194924
29,Male,Prof,19,4,Social Sciences,141300.97369438372,42,49,68.65936525480258
57,Female,BA,16,35,STEM (other),257691.9005399038,50,32,161.0574378374399
60,Male,BA,16,38,Business,172694.5780364297,41,30,140.402095964577
44,Female,BA,16,22,Business,280120.5040072377,50,37,151.4164886525609
43,Male,BA,16,21,Social Sciences,191635.43469958968,42,46,99.19018359192012
59,Female,BA,16,37,Health,200602.78006161764,49,42,97.47462588028068
41,Male,Prof,19,16,Business,263633.2504265556,50,43,122.6201164774677
58,Female,MA,18,34,STEM (other),244363.20812931246,50,34,143.74306360547791
33,Male,MA,18,9,Business,69811.696767815,51,35,39.11019426768347
50,Female,Prof,19,25,Humanities,146569.98615463858,51,35,82.11203706142217
26,Male,MA,18,2,Engineering,184748.44244654756,48,37,104.02502390008308
33,Male,BA,16,11,Education,85401.81205297887,43,42,47.28782505702041
33,Female,MA,18,9,STEM (other),144981.0391586094,51,47,60.48437178081327
64,Female,BA,16,42,Business,125260.28180396106,48,33,79.0784607348239
41,Male,MA,18,17,STEM (other),321829.37042369746,50,46,139.92581322769453
25,Female,BA,16,3,Social Sciences,154669.79014283753,42,34,108.31217797117475
49,Female,MA,18,25,STEM (other),162728.64394452187,51,32,99.71117888757468
64,Female,BA,16,42,Education,146647.8480313259,40,33,111.09685456918629
49,Male,BA,16,27,Business,142693.14802528557,50,34,83.9371458972268
63,Male,BA,16,41,Business,208122.76308297462,44,43,110.00146040326354
59,Female,BA,16,37,Business,207213.4961639678,49,44,96.1101559202077
27,Male,MA,18,3,Engineering,170776.6209841709,49,49,71.12728903963803
61,Male,MA,18,37,Engineering,254785.05173838916,41,46,135.09281640423603
54,Male,BA,16,32,Engineering,477453.40926213074,43,35,317.24479020739585
62,Male,BA,16,40,Social Sciences,116032.1829109298,41,39,72.56546773666653
58,Female,BA,16,36,Humanities,83218.00367035935,41,45,45.10460903542512
36,Female,BA,16,14,Engineering,140712.33946492945,42,46,72.83247384313118
43,Female,BA,16,21,Engineering,112984.22885870365,44,43,59.71682286400827
61,Male,Prof,19,36,Health,137952.03330869923,43,49,65.47320043127634
41,Male,BA,16,19,Business,117360.49184784148,41,41,69.81587855314781
34,Male,BA,16,12,Engineering,114341.3244710695,50,38,60.17964445845763
36,Male,BA,16,14,Business,107582.6393557464,49,44,49.89918337465046
40,Female,BA,16,18,STEM (other),191198.1655469366,41,41,113.74072905826091
48,Female,BA,16,26,Humanities,116139.02939285031,45,43,60.02017022886321
43,Male,MA,18,19,Social Sciences,159459.56012728965,46,47,73.7555782272385
32,Female,BA,16,10,Education,138450.734306297,51,49,55.40245470440056
55,Male,BA,16,33,Social Sciences,128888.53532385427,49,35,75.15366491186838
45,Female,BA,16,23,Education,127164.42719873313,45,33,85.6326109082378
41,Male,BA,16,19,Education,144802.78552906102,46,41,76.77772297405144
47,Female,BA,16,25,Health,91356.95181751704,40,42,54.37913798661729
61,Male,PhD,20,35,Business,120514.8604221792,45,48,55.79391686212
40,Male,MA,18,16,Engineering,215396.3716035358,50,42,102.56970076358849
